source_id,file_name,relative_path,file_extension,file_size,checksum_sha256,filesystem_mtime,document_type,title,document_internal_id,document_version,effective_version,document_status,subsystem,security_level,external_model_allowed,parse_status,notes
SRC-50FA015FB7,01_3D打印卫星_智加X100计算模块交付清单_20250124.xlsx,01_3D打印卫星_智加X100计算模块交付清单_20250124.xlsx,.xlsx,8858,7864ae46a15fb4ed4d05b692a5cfbb89b24908c0b45cccc3f20237b239e42f3f,2025-06-25T17:26:48,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-F8E406DD21,3D打印卫星计算载荷-智加X100计算模块 IDS表_20240924_签署.docx,02-3D打印卫星计算载荷-智加X100计算模块配套电源模块 IDS表/3D打印卫星计算载荷-智加X100计算模块 IDS表_20240924_签署.docx,.docx,1780171,d2c7f0e39884934b8c6c1449887397b9f83c04e7705304c64f14b8ed8ac0458e,2025-01-21T11:05:38,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-D24F1ADE39,3D打印卫星计算载荷-智加X100计算模块配套电源模块 IDS表_20240924_签署.docx,02-3D打印卫星计算载荷-智加X100计算模块配套电源模块 IDS表/3D打印卫星计算载荷-智加X100计算模块配套电源模块 IDS表_20240924_签署.docx,.docx,1429097,466ade9660750b8474f94499e208f207294a919e794f387a2c857382331156ee,2025-01-21T11:05:40,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-F0D610E0D6,20240305-Z0_智加X100星载计算机初样_总体设计方案_20240305.docx,04_整体设计方案/20240305-Z0_智加X100星载计算机初样_总体设计方案_20240305.docx,.docx,515665,8069497b056d23dbff7a458500f4dc8bb3ff49a8e48b286e1ac49793b53cee1d,2024-03-07T10:52:02,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-C78D5D505F,20250821轻舟天际卫星老练测试细则-智算载荷测试报告生成模板V1.1.docx,20250821轻舟天际卫星老练测试细则-智算载荷测试报告生成模板V1.1.docx,.docx,193149,b1412f6bfe0850b6b2da7deb3ba0e55fc664ea9c124407e25744f6e52869f4ae,2025-08-28T22:48:56,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-B0DA913F5C,3D打印_软件版本控制.xlsx,3D打印_软件版本控制.xlsx,.xlsx,11521,62f0bb472da4cdc0690034e8250d43a32cdd00b4deb778b98f1ba8f6962a11e7,2025-06-25T17:26:26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-6ED2CE6761,3D打印星0813测试与问题记录.docx,3D打印星0813测试与问题记录.docx,.docx,102711198,7f4cc23eb24312cab9d360c6675b70541f99645e508b29b8191b47322187f37c,2025-08-14T21:24:34,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-EEA171CEC6,3D打印星上海国星联调.docx,3D打印星上海国星联调.docx,.docx,5444653,7f4c294af93038ba57a82311e11b114b89cfade4bbc740fe3ca2c75490960b95,2025-06-25T17:26:30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-2E5B6B174F,3D打印星上海国星联调测试报告.docx,3D打印星上海国星联调测试报告.docx,.docx,19881849,6f12ed2109884a4ab587cc9ea9a80ad1318f2594caa0caabdcadfd1b01dd77dc,2025-06-24T17:22:26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-4B56016310,3D打印星上海国星联调记录20250612.docx,3D打印星上海国星联调记录20250612.docx,.docx,20614134,07aa6ecf97efaf06a0b080359d17bcc1b710d894bdf05525d9854912eb1867cf,2025-06-25T17:26:30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-5805E0A427,3D打印星电测表.docx,3D打印星电测表.docx,.docx,46988,281d56665f029b963619c4c2e2e4e348b843aad5572f5a40378cf8d9126b53b0,2025-06-25T17:26:26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-1AC83D5C4A,3D打印星软件需求规格——简版.docx,3D打印星软件需求规格——简版.docx,.docx,24573,4818c553d7d1b8bf7bd897ee4b600ea55abb35635d3ad5713fdb83d5b59d62a0,2025-06-25T17:26:30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-3956F61513,3D打印星遥控遥测汇总表.xlsx,3D打印星遥控遥测汇总表.xlsx,.xlsx,27421,7384cbcf0e0f614b927168637d62e09420020347eea48700f38abb0290834f47,2025-06-25T17:26:26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-4B38DF8E3D,3D打印程控技术-智加X100载荷0617.docx,3D打印程控技术-智加X100载荷0617.docx,.docx,30470,1333c3fda201206c97893033316856a5c4d837e9e77a6f0bee71b6b2cf842b44,2025-06-18T13:50:14,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-1BEFD7C385,1_智加X100电源模块单机(硬件)验收测试细则.docx,3d打印 归档/1_智加X100电源模块单机(硬件)验收测试细则.docx,.docx,950927,a02e09be0ec63a6b381a3202d0a97f9f842590893374c97ed16f14cca3c48821,2025-06-20T09:25:46,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-2F45A4B1F5,2_智加X100电源模块_产品证明书(功能性能版).docx,3d打印 归档/2_智加X100电源模块_产品证明书(功能性能版).docx,.docx,21921,609f20c8b3a4a1fa331f6670962d416e3000960cb874cffff6187fdadaab4e16,2025-06-19T10:48:04,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-E813A4B35A,2_智加X100计算模块_产品证明书(功能性能版)_Z0102.docx,3d打印 归档/2_智加X100计算模块_产品证明书(功能性能版)_Z0102.docx,.docx,285067,66f92eb4b2466a0c847000c64ead2cac850a213a4e78320cfc7c50f01e3a0c33,2025-06-12T17:49:16,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-3D1529E6C0,3_智加X100电源模块_产品履历书.doc,3d打印 归档/3_智加X100电源模块_产品履历书.doc,.doc,199168,f6838c6d9b04a9afb3305312da1c1c505291bc2c3c6953c59ca32cead0867c14,2025-06-19T17:00:12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-81483943EB,3_智加X100计算模块_产品履历书.doc,3d打印 归档/3_智加X100计算模块_产品履历书.doc,.doc,352768,50496f07c48f5feb6d5a54599ee11b24afe7141ba611e3b20cca4f0739c11c9d,2025-06-12T18:07:54,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-84A9B663A2,4_3D星载荷结构热方案设计报告-汇总.docx,3d打印 归档/4_3D星载荷结构热方案设计报告-汇总.docx,.docx,3845290,5aad13d5c21ce92c29351014237356088ed6f83bd619d9ceb4cb49ef4165dac4,2025-06-19T10:30:22,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-4C11C78870,4_智加X100电源模块单机_方案设计报告_20250619.docx,3d打印 归档/4_智加X100电源模块单机_方案设计报告_20250619.docx,.docx,847060,a8a4e10c80cf4e3e0cf1ee51ae26ce5e1b19a90452b4070f246e653ec3d90fe6,2025-06-20T09:26:34,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-DF6320D1A3,5_智加X100电源模块单机研制与质量总结报告_20250619.docx,3d打印 归档/5_智加X100电源模块单机研制与质量总结报告_20250619.docx,.docx,8564879,2ce82eaa8950cfb3ab2a5cb4a38619cb9b2e7496440513155b4e3c2e0a43e344,2025-06-20T08:37:56,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-F3D4CB6984,6_3D打印星软件配置项测试记录20250609.docx,3d打印 归档/6_3D打印星软件配置项测试记录20250609.docx,.docx,587011,6a86de4b3a023bc91a14b8697333b8da71daad34fc0277e7c9a9c56d1098a532,2025-06-16T16:16:42,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-A75C9AEDB0,6_可靠性测试记录表1.docx,3d打印 归档/6_可靠性测试记录表1.docx,.docx,23571611,db0520facd7d5ec843c6d77fb9e9ec0036d091d97c81ed13c8df3b4b1c86e38c,2025-06-18T09:42:32,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-CE7695FE95,6_智加X100计算模块_验收级环境试验大纲_20250120_终稿.docx,3d打印 归档/6_智加X100计算模块_验收级环境试验大纲_20250120_终稿.docx,.docx,1216164,faa63c2ca8a08aec97c9d280d295a771239a2f8d5d4276a2255723ba5ab30e34,2025-06-20T09:27:04,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-23505E8C09,6_智加X100计算模块_验收级环境试验报告_终稿.docx,3d打印 归档/6_智加X100计算模块_验收级环境试验报告_终稿.docx,.docx,26517658,a99a20c9895d35c0ae337eb5d0980515af01e453af3d79bc3b53c9e96e7c6529,2025-06-16T16:04:42,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-F0476730C9,7_智加X100（硬件）验收测试记录表.pdf,3d打印 归档/7_智加X100（硬件）验收测试记录表.pdf,.pdf,1903571,76daf8096c03b9c6f236bb64988834a0486cc52907f9bced8949ebc1ce8f9563,2025-06-18T11:20:22,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-2AC203A529,8_智加X100电源模块产品说明书V1.0.docx,3d打印 归档/8_智加X100电源模块产品说明书V1.0.docx,.docx,1028454,fb39181c67d9886986fd760dd049f016112f231c4af002bb467e0e0fa5a6ba8f,2025-06-20T09:24:12,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
SRC-117228955F,8_智加X100计算模块技术说明书V1.0.docx,3d打印 归档/8_智加X100计算模块技术说明书V1.0.docx,.docx,1158479,a382877fa29ab546edeb5e8730abf8b97eb7bff9b11207aecaa21264386dd9a8,2025-06-13T15:21:10,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,内部可用,YES,DONE,
